Zeit (TT-MM hh:mm),Wärme gesamt (kW),Kälte gesamt (kW),Strom gesamt (kW),Zone 1-Raumwärme (kW),Zone 1-Trinkwarmwasser (kW),Zone 1-Klimatisierung (kW),Zone 1-Prozesskälte (kW),Zone 1-Nutzerstrom (kW),Zone 1-Elektromobilität (kW)
01-03 22:00,165.7,0.0,0.0,165.6999969482422,0.0,0,0,0,0
01-03 23:00,181.8,0.0,0.0,181.8000030517578,0.0,0,0,0,0
02-03 00:00,171.0,0.0,0.0,171.0,0.0,0,0,0,0
02-03 01:00,166.2,0.0,0.0,166.1999969482422,0.0,0,0,0,0
02-03 02:00,174.5,0.0,0.0,174.5,0.0,0,0,0,0
02-03 03:00,175.4,0.0,0.0,175.39999389648438,0.0,0,0,0,0
02-03 04:00,171.5,0.0,0.0,171.39999389648438,0.10000000149011612,0,0,0,0
02-03 05:00,206.0,0.0,0.0,205.39999389648438,0.6000000238418579,0,0,0,0
02-03 06:00,243.1,0.0,0.0,241.0,2.0999999046325684,0,0,0,0
02-03 07:00,298.8,0.0,0.0,294.5,4.300000190734863,0,0,0,0
02-03 08:00,312.9,0.0,0.0,305.70001220703125,7.199999809265137,0,0,0,0
02-03 09:00,323.2,0.0,0.0,312.1000061035156,11.0,0,0,0,0
02-03 10:00,269.6,0.0,0.0,257.6000061035156,12.0,0,0,0,0
02-03 11:00,242.8,0.0,0.0,230.6999969482422,12.100000381469727,0,0,0,0
02-03 12:00,242.0,0.0,0.0,230.1999969482422,11.899999618530273,0,0,0,0
02-03 13:00,239.3,0.0,0.0,228.10000610351562,11.199999809265137,0,0,0,0
02-03 14:00,229.9,0.0,0.0,221.89999389648438,8.0,0,0,0,0
02-03 15:00,215.4,0.0,0.0,210.1999969482422,5.199999809265137,0,0,0,0
02-03 16:00,165.5,0.0,0.0,164.10000610351562,1.399999976158142,0,0,0,0
02-03 17:00,151.6,0.0,0.0,151.0,0.6000000238418579,0,0,0,0
02-03 18:00,157.6,0.0,0.0,157.60000610351562,0.0,0,0,0,0
02-03 19:00,168.7,0.0,0.0,168.6999969482422,0.0,0,0,0,0
02-03 20:00,167.0,0.0,0.0,167.0,0.0,0,0,0,0
02-03 21:00,157.9,0.0,0.0,157.89999389648438,0.0,0,0,0,0
02-03 22:00,164.6,0.0,0.0,164.60000610351562,0.0,0,0,0,0
02-03 23:00,160.5,0.0,0.0,160.5,0.0,0,0,0,0
03-03 00:00,169.5,0.0,0.0,169.5,0.0,0,0,0,0
03-03 01:00,178.3,0.0,0.0,178.3000030517578,0.0,0,0,0,0
03-03 02:00,196.5,0.0,0.0,196.5,0.0,0,0,0,0
03-03 03:00,189.3,0.0,0.0,189.3000030517578,0.0,0,0,0,0
03-03 04:00,180.9,0.0,0.0,180.89999389648438,0.0,0,0,0,0
03-03 05:00,190.2,0.0,0.0,190.1999969482422,0.0,0,0,0,0
03-03 06:00,187.3,0.0,0.0,187.0,0.30000001192092896,0,0,0,0
03-03 07:00,215.9,0.0,0.0,215.5,0.4000000059604645,0,0,0,0
03-03 08:00,218.3,0.0,0.0,217.5,0.800000011920929,0,0,0,0
03-03 09:00,186.9,0.0,0.0,185.8000030517578,1.100000023841858,0,0,0,0
03-03 10:00,168.4,0.0,0.0,167.1999969482422,1.2000000476837158,0,0,0,0
